MEP,group_abbv,country,"Paragraph 1, amendment 5","Paragraph 3, amendment 6",Paragraph 6/1,Paragraph 6/2,"Paragraph 16, indent 5, amendment 7",Paragraph 18,Paragraph 19,Paragraph 20,"Paragraph 24, amendment 8","Paragraph 27, amendment 9","Paragraph 29, amendment 10",Paragraph 52/1,Paragraph 52/2,Paragraph 69/1,Paragraph 69/2,"Paragraph 73, intro, amendment 11","Paragraph 73, indent 1, amendment 12","Paragraph 73, indent 3, amendment 13","Paragraph 73, indent 3, amendment 4","Paragraph 73, indent 4/1","Paragraph 73, indent 4/2","Paragraph 73, indent 5, amendment 15","Paragraph 73, after indent 5, amendment 24","Paragraph 74, intro, amendment 16","Paragraph 74, indent 1, amendment 17","Paragraph 74, indent 3, amendment 18","Paragraph 74, after indent 3, amendment 25","Paragraph 75, amendment 19",Paragraph 75/1,Paragraph 75/2,"Paragraph 76, amendment 20","Paragraph 77, amendment 21","Paragraph 78, amendment 22","Paragraph 80, amendment 23",Citation 3/1,Citation 3/2,"After citation 4, amendment 1","Recital G, amendment 2",Recital J/1,Recital J/2,Recital J/3,"Recital V, amendment 3","Recital AE, amendment 4",vote: resolution (as a whole)
Silvia Modig,The Left,Finland,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Manon Aubry,The Left,France,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Manuel Bompard,The Left,France,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Leila Chaibi,The Left,France,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Younous Omarjee,The Left,France,Against,Against,For,Against,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Anne Sophie Pelletier,The Left,France,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Marc Botenga,The Left,Belgium,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Emmanuel Maurel,The Left,France,Against,Against,For,For,Against,For,For,For,Didn't vote,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Clare Daly,The Left,Ireland,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,For
Mick Wallace,The Left,Ireland,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,For,For,For,Against,For,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,For
Miguel Urban Crespo,The Left,Spain,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Nikolaj Villumsen,The Left,Denmark,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Viktor Uspaskich,NI,Lithuania,For,For,For,For,For,For,For,For,Abstain,For,For,Abstain,Abstain,For,For,For,Against,For,Abstain,For,For,Against,Abstain,Against,For,Against,Against,For,For,For,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For
Marton Gyongyosi,NI,Hungary,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Abstain,For,For,For,For,For,Abstain,For,For,Abstain,Against,For,For,For,For,Abstain,For,For,For,For,For,For,For,For,For,For,For,For,For,For
Athanasios Konstantinou,NI,Greece,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,For,Didn't vote
Dorien Rookmaker,NI,Netherlands,For,For,For,Against,Against,Against,Against,Against,For,For,For,Against,For,For,Against,For,For,Against,For,Against,Against,For,Against,For,For,For,For,For,Against,For,Against,Against,For,For,For,For,For,For,Against,Against,Against,Against,For,Against
Andrea Bocskor,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Andor Deli,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Tamas Deutsch,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Kinga Gal,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Eniko Gyori,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,For,For,Against,For,For,For,For,For,For,For,For,For,Against,For,For,For,Against
Andras Gyurk,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Balazs Hidveghi,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Livia Jaroka,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Adam Kosa,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Edina Toth,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,For,Against
Laszlo Trocsanyi,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Erno Schaller Baross,NI,Hungary,For,For,For,Against,For,Against,Against,Against,For,For,For,For,Abstain,For,Against,For,For,For,For,For,Against,For,Against,For,For,For,Against,Against,Against,Against,For,For,For,For,For,Against,For,For,For,Against,For,For,Against,Against
Lars Patrick Berg,NI,Germany,Against,Abstain,For,Against,For,Abstain,For,For,Against,For,For,Against,Against,Against,Against,For,For,For,For,Against,Against,For,Against,For,For,For,Against,For,Against,For,For,Against,For,Against,For,Against,Against,For,For,For,For,For,For,Against
Martin Buschmann,NI,Germany,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Tiziana Beghin,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Fabio Massimo Castaldo,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Laura Ferrara,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Mario Furore,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Chiara Gemma,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Dino Giarrusso,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,Against,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Sabrina Pignedoli,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Daniela Rondinelli,NI,Italy,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,Against,For,Against,Abstain,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,For,Against,For,For,For,For,Against,For
Martin Sonneborn,NI,Germany,Against,Against,For,For,Against,For,For,For,Against,For,Against,For,For,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,For,Against,For,For,Against,For,Against,Against,For,For,For,Against,For,For,For,Against,Against,Abstain
Antoni Comin I Oliveres,NI,Spain,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,Against,Against,For,For,For,Against,Against,For
Carles Puigdemont I Casamajo,NI,Spain,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,Against,Against,For,For,For,Against,Against,For
Clara Ponsati Obiols,NI,Spain,Against,Against,For,For,Against,For,For,For,Against,Against,Against,For,For,For,For,Against,Against,Against,Against,For,For,Against,For,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,For,For,Against,Against,For,For,For,Against,Against,For
Miroslav Radacovsky,NI,Slovakia,Against,Against,Against,Against,Against,Against,Against,Against,Against,Abstain,Against,Against,Against,For,Against,For,For,Against,Against,Against,Against,Against,For,For,For,For,For,Against,For,Against,Against,Against,Against,Against,For,Against,Against,Against,Against,Against,Against,Against,For,Against
Milan Uhrik,NI,Slovakia,Against,Against,For,Against,For,For,For,For,Against,For,For,For,Against,Against,Against,For,For,Against,Abstain,Abstain,Against,Against,Abstain,Against,Against,Abstain,Against,Abstain,For,Against,For,For,Abstain,Against,For,Against,Abstain,For,For,For,For,For,Against,Against
Lefteris Nikolaou Alavanos,NI,Greece,Abstain,Abstain,Abstain,For,Against,For,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,Abstain,Against,Against,Against,Against,For,For,Against,Abstain,Against,Against,Against,Abstain,Abstain,Abstain,For,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,For,For,Abstain,Abstain,Abstain,Against
Kostas Papadakis,NI,Greece,Abstain,Abstain,Abstain,For,Against,For,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,Abstain,Against,Against,Against,Against,For,For,Against,Abstain,Against,Against,Against,Abstain,Abstain,Abstain,For,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,For,For,Abstain,Abstain,Abstain,Against
Mislav Kolakusic,NI,Croatia,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain
Ivan Vilibor Sincic,NI,Croatia,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Against,Against,Abstain,Abstain,Abstain,Abstain,Abstain,For,For,For,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,Abstain,For,Abstain,Abstain,Abstain,Abstain,For,Against,For
Ioannis Lagos,NI,Greece,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
Lucia Duris Nicholsonova,ECR,Slovakia,For,For,For,Abstain,For,For,For,For,Abstain,For,For,For,Against,For,Against,For,For,For,For,Abstain,Against,For,Against,For,For,For,Against,For,Against,Against,For,For,For,Abstain,For,For,For,For,For,For,For,For,For,Abstain
Adam Bielan,ECR,Poland,Against,Abstain,For,Against,For,Abstain,For,For,Against,For,For,Against,Against,Against,Against,For,For,For,For,Against,Against,For,Against,For,For,For,Against,For,Against,For,For,Against,For,Against,For,Against,Against,For,For,For,For,For,For,Against
